name,link,desc,lang,star,fork,updatedAt
"squidfunk / mkdocs-material","https://github.com/squidfunk/mkdocs-material","A Material Design theme for MkDocs","HTML","2933","797","2020-01-06T06:16:37Z"
"mkdocs / mkdocs","https://github.com/mkdocs/mkdocs","Project documentation with Markdown.","Python","8874","1331","2020-01-06T00:00:57Z"
"Usbac / wolff","https://github.com/Usbac/wolff","🐺 Ridiculously small PHP framework for building web apps","PHP","78","10","2020-01-06T06:02:04Z"
"detailyang / awesome-cheatsheet","https://github.com/detailyang/awesome-cheatsheet","🍻 awesome cheatsheet","Python","5135","789","2019-11-01T15:34:38Z"
"appsecco / using-docker-kubernetes-for-automating-appsec-and-osint-workflows","https://github.com/appsecco/using-docker-kubernetes-for-automating-appsec-and-osint-workflows","Repository for all the workshop content delivered at nullcon X on 1st of March 2019","CSS","48","13","2019-04-04T05:33:57Z"
"micro / micro","https://github.com/micro/micro","A microservice runtime environment","Go","7394","617","2020-01-06T18:02:39Z"
"Micropoor / Micro8","https://github.com/Micropoor/Micro8","Gitbook","","15834","6356","2019-03-25T07:35:30Z"
"30-seconds / 30-seconds-of-code","https://github.com/30-seconds/30-seconds-of-code","Short JavaScript code snippets for all your development needs","JavaScript","53583","6049","2020-01-06T20:33:10Z"
"panr / hugo-theme-terminal","https://github.com/panr/hugo-theme-terminal","A simple, retro theme for Hugo","CSS","320","133","2020-01-06T15:21:44Z"
"matcornic / hugo-theme-learn","https://github.com/matcornic/hugo-theme-learn","Porting Grav Learn theme to Hugo","CSS","814","771","2019-12-22T20:38:56Z"
"digitalcraftsman / hugo-material-docs","https://github.com/digitalcraftsman/hugo-material-docs","Port of Martin Donath's mkdocs-material theme to Hugo","HTML","658","206","2018-05-24T15:06:55Z"
"PHPMailer / PHPMailer","https://github.com/PHPMailer/PHPMailer","The classic email sending library for PHP","PHP","14290","7773","2020-01-05T04:47:11Z"
"yscoder / hexo-theme-indigo","https://github.com/yscoder/hexo-theme-indigo","一个Material Design风格的Hexo主题。 https://imys.net/ 　　 备用:","CSS","2478","534","2019-11-22T21:53:32Z"
"laravel / telescope","https://github.com/laravel/telescope","","PHP","3489","326","2020-01-06T08:56:03Z"
"laravel / horizon","https://github.com/laravel/horizon","","PHP","2987","407","2020-01-03T11:08:43Z"
"1c7 / chinese-independent-developer","https://github.com/1c7/chinese-independent-developer","👩🏿‍💻👨🏾‍💻👩🏼‍💻👨🏽‍💻👩🏻‍💻中国独立开发者项目列表 -- 分享大家都在做什么","","14675","1480","2020-01-07T07:02:13Z"
"donnemartin / dev-setup","https://github.com/donnemartin/dev-setup","macOS development environment setup: Easy-to-understand instructions with automated setup scripts for developer tools like Vim, Sublime Text, Bash, iTerm, Python data analysis, Spark, Hadoop MapRed…","Python","4791","950","2019-11-07T13:56:44Z"
"jaywcjlove / awesome-mac","https://github.com/jaywcjlove/awesome-mac"," Now we have become very big, Different from the original idea. Collect premium software in various categories.","JavaScript","34380","3925","2019-12-20T06:25:41Z"
"sb2nov / mac-setup","https://github.com/sb2nov/mac-setup","Installing Development environment on macOS","Shell","5789","875","2019-12-26T16:44:56Z"
"mas-cli / mas","https://github.com/mas-cli/mas","📦 Mac App Store command line interface","Swift","6681","160","2019-12-14T01:34:06Z"
"jumpserver / jumpserver","https://github.com/jumpserver/jumpserver","Jumpserver是全球首款完全开源的堡垒机，是符合 4A 的专业运维审计系统。","JavaScript","11880","3452","2020-01-07T09:29:12Z"
"jaywcjlove / linux-command","https://github.com/jaywcjlove/linux-command","Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。https://git.io/linux","HTML","11365","2739","2020-01-04T01:53:14Z"
"toolinbox / iPic","https://github.com/toolinbox/iPic","iPic could automatically upload images and save Markdown links.","","205","14","2019-08-21T03:06:00Z"
"macdao / ocds-guide-to-setting-up-mac","https://github.com/macdao/ocds-guide-to-setting-up-mac","OCD's Guide to Setting up Mac","","3555","633","2020-01-05T12:51:16Z"
"nvie / gitflow","https://github.com/nvie/gitflow","Git extensions to provide high-level repository operations for Vincent Driessen's branching model.","Shell","23356","2426","2019-11-13T18:06:35Z"
"petervanderdoes / gitflow-avh","https://github.com/petervanderdoes/gitflow-avh","AVH Edition of the git extensions to provide high-level repository operations for Vincent Driessen's branching model","Shell","4052","397","2019-12-06T18:34:48Z"
"fail2ban / fail2ban","https://github.com/fail2ban/fail2ban","Daemon to ban hosts that cause multiple authentication errors","Python","4578","810","2020-01-06T20:45:14Z"
"sveinbjornt / Sloth","https://github.com/sveinbjornt/Sloth","Mac app that shows all open files, directories and sockets in use by all running processes. Nice GUI for lsof.","Objective-C","3854","84","2019-10-21T21:29:10Z"
"bin456789 / Unblock163MusicClient-Xposed","https://github.com/bin456789/Unblock163MusicClient-Xposed","Unblock 163 Cloud Music Android client through Xposed.","Java","2957","337","2019-10-24T14:53:01Z"
"ytdl-org / youtube-dl","https://github.com/ytdl-org/youtube-dl","Command-line program to download videos from YouTube.com and other video sites","Python","59908","10412","2020-01-07T08:14:18Z"
"mySoul8012 / SE-Basic-knowledge","https://github.com/mySoul8012/SE-Basic-knowledge","计算机基础知识集合","Dockerfile","141","6","2019-06-18T22:41:23Z"
"lukakerr / Pine","https://github.com/lukakerr/Pine","A modern, native macOS markdown editor","Swift","2137","86","2019-10-02T01:47:37Z"
"zhaopengme / gitnote","https://github.com/zhaopengme/gitnote","A modern note taking app based on GIT that does not require a local GIT environment.","","1310","75","2019-03-17T14:04:03Z"
"tuandm / laravue","https://github.com/tuandm/laravue","A magical administrative interface for Laravel built by VueJS and Element UI https://laravue.dev","Vue","1109","325","2020-01-07T04:17:12Z"
"golang-samples / gopher-vector","https://github.com/golang-samples/gopher-vector","Vector data of gopher","","349","41","2016-07-27T02:12:04Z"
"bettercap / bettercap","https://github.com/bettercap/bettercap","The Swiss Army knife for 802.11, BLE and Ethernet networks reconnaissance and MITM attacks.","Go","6639","640","2019-12-30T15:23:05Z"
"Jigsaw-Code / outline-client","https://github.com/Jigsaw-Code/outline-client","Outline clients, developed by Jigsaw. The Outline clients use the popular Shadowsocks protocol, and lean on the Cordova and Electron frameworks to support Windows, Android / ChromeOS, Linux, iOS an…","TypeScript","5013","865","2020-01-07T02:32:28Z"
"shadowsocks / ShadowsocksX-NG","https://github.com/shadowsocks/ShadowsocksX-NG","Next Generation of ShadowsocksX","Swift","26072","7196","2019-11-14T04:48:40Z"
"TablePlus / TablePlus","https://github.com/TablePlus/TablePlus","TablePlus macOS issue tracker","","1692","30","2019-09-12T14:00:24Z"
"luin / medis","https://github.com/luin/medis","💻 Medis is a beautiful, easy-to-use Mac database management application for Redis.","JavaScript","8490","607","2019-12-02T10:58:01Z"
"Tox / tox.chat","https://github.com/Tox/tox.chat","The Tox Project's official website","CSS","120","55","2019-12-17T02:26:06Z"
"lysyi3m / macos-terminal-themes","https://github.com/lysyi3m/macos-terminal-themes","Color schemes for default macOS Terminal.app","Swift","3567","621","2019-08-05T08:51:50Z"
"komeiji-satori / Dress","https://github.com/komeiji-satori/Dress","好耶 是女装","Standard ML","16029","3164","2020-01-06T06:08:06Z"
"yujiangshui / A-Programmers-Guide-to-English","https://github.com/yujiangshui/A-Programmers-Guide-to-English","专为程序员编写的英语学习指南 v1.2。在线版本请点 ->","","8608","869","2019-09-03T02:33:05Z"
"processing / p5.js","https://github.com/processing/p5.js","p5.js is a client-side JS platform that empowers artists, designers, students, and anyone to learn to code and express themselves creatively on the web. It is based on the core principles of Proces…","JavaScript","12078","1933","2020-01-07T05:17:49Z"
"restoreddev / phpapprentice","https://github.com/restoreddev/phpapprentice","An online book for learning PHP","CSS","140","22","2020-01-05T15:49:33Z"
"shadowsocksrr / shadowsocksr","https://github.com/shadowsocksrr/shadowsocksr","Python port of ShadowsocksR","Python","2684","1205","2018-12-06T19:27:47Z"
"dwyl / learn-json-web-tokens","https://github.com/dwyl/learn-json-web-tokens","🔐 Learn how to use JSON Web Token (JWT) to secure your next Web App! (Tutorial/Example with Tests!!)","JavaScript","4026","266","2019-04-15T10:42:01Z"
"iina / iina","https://github.com/iina/iina","The modern video player for macOS.","Swift","21690","1637","2020-01-07T09:30:02Z"
"sergiolepore / ChristBASHTree","https://github.com/sergiolepore/ChristBASHTree","Just a Christmas tree","Shell","193","63","2019-12-25T10:11:19Z"
"sunweiliang / NeteaseMusicCrack","https://github.com/sunweiliang/NeteaseMusicCrack","iOS网易云音乐 免VIP下载、去广告、去更新 无需越狱...","Objective-C","200","61","2018-08-14T06:20:23Z"
"crossoverJie / JCSprout","https://github.com/crossoverJie/JCSprout","👨‍🎓 Java Core Sprout : basic, concurrent, algorithm","Java","23398","6505","2019-10-25T03:14:15Z"
"pforemski / dingo","https://github.com/pforemski/dingo","A DNS client in Go that supports Google DNS over HTTPS","Go","749","76","2018-04-05T22:56:33Z"
"listen-now / listen-now","https://github.com/listen-now/listen-now","Listen-now, 提供了多音乐平台的音乐搜索、播放、歌单播放、同步平台歌单到本地数据库，并计划开发智能音乐推荐系统。listen-now主要由学生层级的同学一起开发。","Python","125","29","2019-01-29T07:44:24Z"
"SukkaW / DisqusJS","https://github.com/SukkaW/DisqusJS","💬 Alternative Disqus - Render comments with Disqus API","JavaScript","258","22","2019-12-12T22:45:25Z"
"fooleap / disqus-php-api","https://github.com/fooleap/disqus-php-api","利用 PHP cURL 转发 Disqus API 请求","PHP","268","53","2019-11-06T06:10:46Z"
"kitian616 / jekyll-TeXt-theme","https://github.com/kitian616/jekyll-TeXt-theme","💎 🐳 A super customizable Jekyll theme for personal site, team site, blog, project, documentation, etc.","CSS","1008","968","2019-12-27T21:37:28Z"
"debugtalk / VoteRobot","https://github.com/debugtalk/VoteRobot","微信朋友圈投票活动的“刷票”案例分析。","C","284","94","2016-04-04T13:22:27Z"
"wendal / gor","https://github.com/wendal/gor","Golang编写的静态博客引擎","Go","590","154","2019-09-04T13:12:45Z"
"go-delve / delve","https://github.com/go-delve/delve","Delve is a debugger for the Go programming language.","Go","13087","1224","2020-01-07T08:17:10Z"
"mnhkahn / gogogo","https://github.com/mnhkahn/gogogo","godoc https://godoc.org/github.com/mnhkahn/gogogo","Go","25","3","2019-04-08T06:38:03Z"
"uber-go / zap","https://github.com/uber-go/zap","Blazing fast, structured, leveled logging in Go.","Go","8721","662","2019-12-31T11:27:16Z"
"proxyee-down-org / proxyee-down","https://github.com/proxyee-down-org/proxyee-down","http下载工具，基于http代理，支持多连接分块下载","Java","25431","4662","2019-10-09T06:57:32Z"
"tidwall / gjson","https://github.com/tidwall/gjson","Get JSON values quickly - JSON parser for Go","Go","5653","369","2019-11-18T16:53:36Z"
"Kyle-Kyle / baidudl","https://github.com/Kyle-Kyle/baidudl","Get download links from pan.baidu.com and you don't need to be afraid of getting your account banned","JavaScript","2348","350","2019-06-07T04:21:07Z"
"aria2 / aria2","https://github.com/aria2/aria2","aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink.","C++","18173","2129","2019-12-27T10:46:39Z"
"ouqiang / delay-queue","https://github.com/ouqiang/delay-queue","延迟队列","Go","674","147","2017-12-03T05:46:46Z"
"tymondesigns / jwt-auth","https://github.com/tymondesigns/jwt-auth","🔐 JSON Web Token Authentication for Laravel & Lumen","PHP","8708","1093","2020-01-03T17:16:29Z"
"rujews / go-in-action-notes","https://github.com/rujews/go-in-action-notes","Go语言实战读书笔记系列合集","","161","42","2019-12-25T11:23:58Z"
"snowkylin / TensorFlow-cn","https://github.com/snowkylin/TensorFlow-cn","简单粗暴 TensorFlow (1.X) | A Concise Handbook of TensorFlow (1.X)","Python","868","142","2019-08-23T08:09:30Z"
"MoePlayer / DPlayer","https://github.com/MoePlayer/DPlayer","🍭 Wow, such a lovely HTML5 danmaku video player","JavaScript","7996","1319","2020-01-07T03:14:14Z"
"turbolinks / turbolinks","https://github.com/turbolinks/turbolinks","Turbolinks makes navigating your web application faster","TypeScript","9136","513","2019-12-28T15:32:09Z"
"xCss / Valine","https://github.com/xCss/Valine","A fast, simple & powerful comment system.","JavaScript","1225","132","2020-01-06T06:46:32Z"
"prettier / prettier","https://github.com/prettier/prettier","Prettier is an opinionated code formatter.","JavaScript","34963","2131","2020-01-07T08:11:58Z"
"waterlyx / kanyun","https://github.com/waterlyx/kanyun","基于php的看云下载器","CSS","5","0","2017-05-21T10:07:30Z"
"carbon-app / carbon","https://github.com/carbon-app/carbon","🎨 Create and share beautiful images of your source code","JavaScript","22700","1145","2020-01-05T19:23:35Z"
"erusev / parsedown","https://github.com/erusev/parsedown","Better Markdown Parser in PHP","PHP","12295","938","2019-12-30T22:56:34Z"
"dodgepudding / wechat-php-sdk","https://github.com/dodgepudding/wechat-php-sdk","微信公众平台php开发包, weixin developer SDK.","PHP","4426","2471","2018-11-26T16:16:38Z"
"etcd-io / etcd","https://github.com/etcd-io/etcd","Distributed reliable key-value store for the most critical data of a distributed system","Go","29044","5998","2020-01-07T07:45:36Z"
"skynetservices / skynet-archive","https://github.com/skynetservices/skynet-archive","Skynet is a framework for distributed services in Go.","Go","1921","323","2017-12-01T13:30:58Z"
"mikespook / Learning-Go-zh-cn","https://github.com/mikespook/Learning-Go-zh-cn","一本学习 Go 语言的免费电子书。","Go","2330","514","2018-10-15T22:21:36Z"
"sbzhu / weworkapi_php","https://github.com/sbzhu/weworkapi_php","official lib of wework api","PHP","133","120","2019-09-18T10:59:24Z"
"composer / satis","https://github.com/composer/satis","Simple static Composer repository generator - For a full private Composer repo use Private Packagist","PHP","2280","415","2019-11-25T07:59:57Z"
"beyondcode / nova-custom-dashboard-card","https://github.com/beyondcode/nova-custom-dashboard-card","A Laravel Nova dashboard card that allows you to build custom dashboards.","Vue","75","13","2018-12-18T10:22:49Z"
"urfave / cli","https://github.com/urfave/cli","A simple, fast, and fun package for building command line apps in Go","Go","12834","1042","2020-01-06T20:26:07Z"
"mopo922 / LaravelTreats","https://github.com/mopo922/LaravelTreats","A collection of goodies for Laravel 5.","HTML","95","21","2019-09-04T20:13:08Z"
"skylot / jadx","https://github.com/skylot/jadx","Dex to Java decompiler","Java","20925","2404","2020-01-05T19:20:15Z"
"FriendsOfPHP / Goutte","https://github.com/FriendsOfPHP/Goutte","Goutte, a simple PHP Web Scraper","PHP","7706","915","2019-12-06T13:49:04Z"
"wisdom-projects / holer","https://github.com/wisdom-projects/holer","Holer exposes local servers behind NATs and firewalls to the public internet over secure tunnels.","Java","1359","390","2020-01-07T05:12:12Z"
"shadowsocks / go-shadowsocks2","https://github.com/shadowsocks/go-shadowsocks2","Next-generation Shadowsocks in Go","Go","2009","741","2020-01-07T09:26:07Z"
"leokhoa / laragon","https://github.com/leokhoa/laragon","Laragon is a portable, isolated, fast & powerful universal development environment for PHP, Node.js, Python, Java, Go, Ruby. It is fast, lightweight, easy-to-use and easy-to-extend.","PHP","1259","104","2020-01-03T20:15:46Z"
"SethRobertson / HowToPutGitOnTheWeb","https://github.com/SethRobertson/HowToPutGitOnTheWeb","How to share your git repositories over HTTP/HTTPS with a variety of authentication methods: none, standard AuthUserFile, PAM, LDAP, and SSL Client Certificates","","9","3","2012-03-29T19:19:17Z"
"russross / blackfriday","https://github.com/russross/blackfriday","Blackfriday: a markdown processor for Go","Go","4181","502","2019-12-04T11:02:40Z"
"joeyespo / grip","https://github.com/joeyespo/grip","Preview GitHub Markdown files like Readme locally before committing them.","Python","4353","301","2019-10-28T12:00:04Z"
"jimmykuu / gopher","https://github.com/jimmykuu/gopher","Golang-China(golangtc.com) Website","CSS","952","242","2019-09-30T09:30:43Z"
"gravityblast / fresh","https://github.com/gravityblast/fresh","Build and (re)start go web apps after saving/creating/deleting source files.","Go","2474","277","2019-08-26T14:12:12Z"
"eiblog / eiblog","https://github.com/eiblog/eiblog","a fast blog system in golang","Go","381","112","2019-12-18T11:33:28Z"
"go-sql-driver / mysql","https://github.com/go-sql-driver/mysql","Go MySQL Driver is a MySQL driver for Go's (golang) database/sql package","Go","8859","1590","2020-01-07T07:34:06Z"
"hprose / hprose-golang","https://github.com/hprose/hprose-golang","Hprose is a cross-language RPC. This project is Hprose 2.0 for Golang.","Go","1060","186","2019-06-27T02:31:33Z"
"gorilla / mux","https://github.com/gorilla/mux","A powerful HTTP router and URL matcher for building Go web servers with 🦍","Go","10891","1116","2020-01-06T20:25:01Z"
"smallnest / go-web-framework-benchmark","https://github.com/smallnest/go-web-framework-benchmark","⚡️ Go web framework benchmark","Go","1097","125","2019-12-24T01:24:53Z"
"kataras / iris","https://github.com/kataras/iris","感谢中国开发者 - https://bit.ly/謝謝 | The fastest community-driven web framework for Go. Webassembly, Automatic HTTPS with Public Domain, MVC, Sessions, Caching, Versioning API, Problem API, Websocket, Dep…","Go","17242","1906","2020-01-07T01:41:27Z"
"revel / revel","https://github.com/revel/revel","A high productivity, full-stack web framework for the Go language.","Go","11506","1351","2019-07-18T00:22:53Z"
"astaxie / beego","https://github.com/astaxie/beego","beego is an open-source, high-performance web framework for the Go programming language.","Go","22973","4652","2019-12-30T03:30:46Z"
"serhii-londar / open-source-mac-os-apps","https://github.com/serhii-londar/open-source-mac-os-apps","🚀 Awesome list of open source applications for macOS.","Swift","20971","1379","2020-01-07T08:45:01Z"
"apache / incubator-shardingsphere","https://github.com/apache/incubator-shardingsphere","Distributed database middleware","Java","9642","3311","2020-01-07T07:04:33Z"
"alibaba / cobar","https://github.com/alibaba/cobar","a proxy for sharding databases and tables","Java","2855","1212","2019-03-12T03:13:00Z"
"jinzhu / gorm","https://github.com/jinzhu/gorm","The fantastic ORM library for Golang, aims to be developer friendly","Go","16730","1919","2020-01-05T21:32:29Z"
"gorilla / websocket","https://github.com/gorilla/websocket","A fast, well-tested and widely used WebSocket implementation for Go.","Go","10834","1860","2020-01-04T22:28:04Z"
"go-playground / validator","https://github.com/go-playground/validator","💯Go Struct and Field validation, including Cross Field, Cross Struct, Map, Slice and Array diving","Go","4538","395","2020-01-03T19:34:48Z"
"eddycjy / go-gin-example","https://github.com/eddycjy/go-gin-example","An example of gin","Go","2257","536","2019-10-24T03:17:40Z"
"handwritingio / autoreload","https://github.com/handwritingio/autoreload","Automatically reload go code upon source code changes","Go","3","2","2015-12-21T20:29:37Z"
"codegangsta / gin","https://github.com/codegangsta/gin","Live reload utility for Go web servers","Go","3242","268","2020-01-06T10:40:57Z"
"oxequa / realize","https://github.com/oxequa/realize","Realize is the #1 Golang Task Runner which enhance your workflow by automating the most common tasks and using the best performing Golang live reloading.","Go","3444","181","2019-12-21T14:17:42Z"
"developer-learning / learning-golang","https://github.com/developer-learning/learning-golang","Go 学习之路：Go 开发者博客、Go 微信公众号、Go 学习资料（文档、书籍、视频）","Go","2619","348","2019-12-28T16:21:13Z"
"tfredrich / RestApiTutorial.com","https://github.com/tfredrich/RestApiTutorial.com","HTML Source code for www.RestApiTutorial.com","HTML","2530","1208","2019-11-13T12:29:33Z"
"goinaction / code","https://github.com/goinaction/code","Source Code for Go In Action examples","Go","2532","1462","2019-11-23T09:58:00Z"
"aisuhua / restful-api-design-references","https://github.com/aisuhua/restful-api-design-references","RESTful API 设计参考文献列表，可帮助你更加彻底的了解REST风格的接口设计。","","4276","857","2019-09-08T12:38:53Z"
"jupeter / clean-code-php","https://github.com/jupeter/clean-code-php","🛁 Clean Code concepts adapted for PHP","PHP","7364","1449","2019-10-05T22:16:30Z"
"zgldh / scaffold","https://github.com/zgldh/scaffold","Scaffold for laravel","PHP","43","9","2019-12-03T14:04:25Z"
"huanghua581 / Rest-API-Development-with-Lumen-5.5","https://github.com/huanghua581/Rest-API-Development-with-Lumen-5.5","Rest API boilerplate for Lumen micro-framework.","PHP","1","1","2017-11-13T07:41:51Z"
"CraryPrimitiveMan / reading","https://github.com/CraryPrimitiveMan/reading","我的阅读资料","","67","23","2019-11-18T16:07:14Z"
"envoyproxy / envoy","https://github.com/envoyproxy/envoy","Cloud-native high-performance edge/middle/service proxy","C++","11965","1973","2020-01-07T09:06:45Z"
"dgryski / go-identicon","https://github.com/dgryski/go-identicon","Create simple visual hashes of data, similar to github's identicons.","Go","55","6","2014-07-25T22:04:06Z"
"astaxie / build-web-application-with-golang","https://github.com/astaxie/build-web-application-with-golang","A golang ebook intro how to build a web with golang","Go","33422","9222","2019-12-03T03:02:42Z"
"haad / proxychains","https://github.com/haad/proxychains","proxychains - a tool that forces any TCP connection made by any given application to follow through proxy like TOR or any other SOCKS4, SOCKS5 or HTTP(S) proxy. Supported auth-types: ""user/pass"" fo…","C","2425","344","2020-01-02T19:54:54Z"
"rofl0r / proxychains-ng","https://github.com/rofl0r/proxychains-ng","proxychains ng (new generation) - a preloader which hooks calls to sockets in dynamically linked programs and redirects it through one or more socks/http proxies. continuation of the unmaintained p…","C","5719","721","2019-11-26T02:34:11Z"
"unknwon / the-way-to-go_ZH_CN","https://github.com/unknwon/the-way-to-go_ZH_CN","《The Way to Go》中文译本，中文正式名《Go 入门指南》","Go","19962","5482","2020-01-07T06:27:13Z"
"chai2010 / advanced-go-programming-book","https://github.com/chai2010/advanced-go-programming-book","📚 《Go语言高级编程》开源图书，涵盖CGO、Go汇编语言、RPC实现、Protobuf插件实现、Web框架实现、分布式系统等高阶主题(完稿)","Go","11893","1916","2020-01-06T03:53:31Z"
"qiniu / gobook","https://github.com/qiniu/gobook","The Go Programming Language","Go","330","141","2016-07-22T03:22:36Z"
"henkman / virgo","https://github.com/henkman/virgo","♍️💻💻💻💻 Virtual desktops for Windows","C","985","198","2018-11-19T16:17:46Z"
"jyfc / ebook","https://github.com/jyfc/ebook","classic books of computer science","","684","1510","2019-06-11T12:01:12Z"
"bingohuang / effective-go-zh-en","https://github.com/bingohuang/effective-go-zh-en","《Effective Go》中英双语版","","603","107","2019-12-05T07:53:13Z"
"polaris1119 / The-Golang-Standard-Library-by-Example","https://github.com/polaris1119/The-Golang-Standard-Library-by-Example","Golang标准库。对于程序员而言，标准库与语言本身同样重要，它好比一个百宝箱，能为各种常见的任务提供完美的解决方案。以示例驱动的方式讲解Golang的标准库。","Go","6250","1552","2019-10-14T08:26:09Z"
"ustbhuangyi / better-scroll","https://github.com/ustbhuangyi/better-scroll","📜 inspired by iscroll, and it supports more features and has a better scroll perfermance","TypeScript","11209","2234","2020-01-03T07:17:55Z"
"donnemartin / system-design-primer","https://github.com/donnemartin/system-design-primer","Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.","Python","79848","13290","2019-12-27T01:11:58Z"
"mingyitianxia / elasticsearch_windows_auto_install","https://github.com/mingyitianxia/elasticsearch_windows_auto_install","elasticsearch_windows_auto_install","Batchfile","31","25","2018-01-10T14:15:18Z"
"mingyitianxia / deep_elasticsearch","https://github.com/mingyitianxia/deep_elasticsearch","deep_elasticsearch for learning!","","286","83","2020-01-04T02:34:33Z"
"laurencei / laramen","https://github.com/laurencei/laramen","A full Laravel web app with Lumen powered API routes","PHP","55","7","2017-09-18T22:40:28Z"
"eyewitness / eye","https://github.com/eyewitness/eye","Eyewitness.io package for Laravel 5 applications","PHP","114","37","2019-05-02T11:59:22Z"
"flipboxstudio / lumen-generator","https://github.com/flipboxstudio/lumen-generator","A Lumen Generator You Are Missing","PHP","389","48","2020-01-02T06:32:47Z"
"thephpleague / fractal","https://github.com/thephpleague/fractal","Output complex, flexible, AJAX/RESTful data structures.","PHP","3160","334","2019-12-03T06:43:44Z"
"nsqio / nsq","https://github.com/nsqio/nsq","A realtime distributed messaging platform","Go","17007","2242","2019-12-26T18:09:20Z"
"oxalorg / stagit","https://github.com/oxalorg/stagit","Static git web viewer. [GitHub Mirror]","C","57","1","2020-01-04T07:44:53Z"
"rappasoft / laravel-boilerplate","https://github.com/rappasoft/laravel-boilerplate","A Laravel Boilerplate Project - http://laravel-boilerplate.com","PHP","3865","1263","2020-01-03T19:29:43Z"
"lucid-architecture / laravel","https://github.com/lucid-architecture/laravel","A project scaffold implementing the Lucid architecture in Laravel 5","PHP","308","60","2019-11-30T14:35:24Z"
"alexeymezenin / laravel-best-practices","https://github.com/alexeymezenin/laravel-best-practices","Laravel best practices","","3418","773","2019-12-30T08:52:51Z"
"threat9 / routersploit","https://github.com/threat9/routersploit","Exploitation Framework for Embedded Devices","Python","7595","1516","2019-12-15T00:40:05Z"
"nicoespeon / nicoespeon.github.io","https://github.com/nicoespeon/nicoespeon.github.io","Personal github hosted blog.","JavaScript","27","6","2020-01-02T23:29:54Z"
"go-gitea / gitea","https://github.com/go-gitea/gitea","Git with a cup of tea, painless self-hosted git service","Go","17759","2028","2020-01-07T09:30:33Z"
"progit / progit2-zh","https://github.com/progit/progit2-zh","","CSS","994","284","2019-10-29T21:14:17Z"
"progit / progit2","https://github.com/progit/progit2","Pro Git 2nd Edition","CSS","3604","1482","2020-01-04T15:35:07Z"
"TeamStuQ / skill-map","https://github.com/TeamStuQ/skill-map","程序员技能图谱","HTML","16480","3899","2019-08-01T01:35:48Z"
"yuan1994 / wechat_web_devtools","https://github.com/yuan1994/wechat_web_devtools","微信开发者工具（wechat_web_devtools）Linux版，微信小程序Linux版，支持最新微信小程序开发和微信网页开发","HTML","373","73","2017-04-12T02:33:46Z"
"jgraph / drawio","https://github.com/jgraph/drawio","Source to www.draw.io","JavaScript","15011","3176","2019-12-31T22:37:46Z"
"resume / resume.github.com","https://github.com/resume/resume.github.com","Resumes generated using the GitHub informations","JavaScript","43029","1133","2018-12-29T23:17:05Z"
"Wang-Jun-Chao / AndroidProjects","https://github.com/Wang-Jun-Chao/AndroidProjects","安卓学习","Java","6","2","2015-11-03T00:57:06Z"
"vuejs / vuepress","https://github.com/vuejs/vuepress","📝 Minimalistic Vue-powered static site generator","JavaScript","15179","2536","2020-01-06T10:03:52Z"
"devlinkcn / ppts_for_php2017","https://github.com/devlinkcn/ppts_for_php2017","2017 第三届PHP全球开发者大会PPT/Keynote","","976","297","2017-06-30T16:23:23Z"
"Meituan-Dianping / mpvue","https://github.com/Meituan-Dianping/mpvue","基于 Vue.js 的小程序开发框架，从底层支持 Vue.js 语法和构建工具体系。","JavaScript","19283","1985","2019-12-28T17:13:06Z"
"sivel / speedtest-cli","https://github.com/sivel/speedtest-cli","Command line interface for testing internet bandwidth using speedtest.net","Python","9071","1287","2019-12-10T05:36:15Z"
"erguotou520 / bye","https://github.com/erguotou520/bye","bye to yesterday and do yourself","","5093","1579","2019-05-15T02:35:19Z"
"ChrisLinn / greyhame-2017","https://github.com/ChrisLinn/greyhame-2017","知识星球""灰袍技能"" 2017 精华","","763","192","2019-07-07T22:40:50Z"
"getgrav / grav","https://github.com/getgrav/grav","Modern, Crazy Fast, Ridiculously Easy and Amazingly Powerful Flat-File CMS","PHP","11653","1177","2020-01-07T00:10:23Z"
"pagekit / pagekit","https://github.com/pagekit/pagekit","Pagekit CMS","PHP","5270","615","2019-12-02T22:21:38Z"
"jgthms / bulma","https://github.com/jgthms/bulma","Modern CSS framework based on Flexbox","CSS","38016","3166","2020-01-05T20:40:56Z"
"golang / go","https://github.com/golang/go","The Go programming language","Go","67683","9591","2020-01-07T02:57:04Z"
"mzlogin / chinese-copywriting-guidelines","https://github.com/mzlogin/chinese-copywriting-guidelines","🀄️ Chinese Copywriting Guidelines：中文文案排版指北（简体中文版）","CoffeeScript","2587","369","2019-09-12T00:17:08Z"
"kevinhendricks / KindleUnpack","https://github.com/kevinhendricks/KindleUnpack","python based software to unpack Amazon / Kindlegen generated ebooks","Python","404","57","2019-12-04T10:04:34Z"
"llSourcell / Learn_Blockchain_in_2_months","https://github.com/llSourcell/Learn_Blockchain_in_2_months","This is the code for ""Learn Blockchain in 2 Months"" by Siraj Raval on Youtube","","1451","418","2018-10-30T04:54:31Z"
